link_id,swat_sub,feature,to_node,us_area,contrib_area,slope,link_len,wetland_area,fainN,fainC,routing_depth,is_hw,pEM
78,53,1,79,8702100,8702100,0.000751,4079.5,0,0.72114,0.0074571,55,1,0
79,53,1,96,15409800,6707700,0.000809,4160,0,0.77022,0.053546,54,0,0
80,53,1,96,5406300,5406300,0.002024,3413,0,0.58981,0.053469,54,1,0
81,82,1,82,4699800,4699800,0.000749,2970.9,0,0.43256,0.011662,31,1,0
82,82,1,114,6987600,2287800,0.000192,2841.7,0,0.6523,0.062123,30,0,0
83,88,1,88,47140200,7655400,0.000929,3847.1,0,0.59668,0.021732,39,0,0
84,83,1,88,1548000,15300,0.0012,263.86,0,0.95165,0.048348,39,0,0
85,87,1,99,10582200,10582200,0.001558,4519.2,0,0.68142,0.012546,25,1,0
86,83,1,87,3303900,3303900,0.00097,2587.5,0,0.81347,0.005335,39,1,0
87,83,1,93,7749000,4445100,0.000862,2563.2,0,0.37293,0.0079169,38,0,0
88,83,1,93,53585100,4896900,0.001746,2986.7,0,0.70184,0.008303,38,0,0
89,89,1,94,27241200,3251700,0.0016,2475.8,0,0.55781,0.0070195,35,0,0
90,85,1,91,6129000,6129000,0.002385,3185.9,0,0.93216,0.014305,36,1,0
91,89,1,94,9411300,3282300,0.003457,2975.6,0,0.9476,0.0067211,35,0,0
92,86,1,560,119238300,2319300,0.0001,1705.2,0,0.25467,0.019715,31,0,0
93,83,1,112,69941700,8607600,0.00074,2180.4,0,0.47529,0.012288,37,0,0
94,89,1,77,44631000,7978500,0.001841,3528.4,0,0.88577,0.0072693,34,0,0
95,89,1,77,2476800,2476800,0.001127,2718.1,0,0.87883,0.031261,34,1,0
96,53,1,101,23135400,2319300,0.001607,2420.4,0,0.78412,0.014236,53,0,0
97,81,1,555,3096000,3096000,0.0001,3110.3,0,0.40325,0.024847,30,1,0
98,79,1,107,2421000,10800,0.002347,134.32,0,0.028068,0.22193,24,0,0
99,87,1,107,159408900,4136400,0.000245,4652.2,0,0.38032,0.10972,24,0,0
100,83,1,112,1934100,1934100,0.001777,1748.3,0,0.64236,0.0039658,37,1,0
101,53,1,127,37625400,61200,0.004129,280.96,0,0.31598,0.22646,52,0,0
102,53,1,127,2538900,2538900,0.003014,2532.9,0,0.68105,0.040406,52,1,0
103,53,1,115,6057000,6057000,0.002522,1735.7,0,0.71058,0.0013588,54,1,0
104,92,1,106,52074000,7892100,0.000742,4204.1,0,0.57798,0.0072637,37,0,0
105,84,1,123,61197300,5184900,0.00299,4044.8,0,0.75995,0.033944,35,0,0
106,84,1,105,56012400,3938400,0.002332,3892.1,0,0.81551,0.017335,36,0,0
107,79,1,117,161944200,114300,0.001222,280.77,0,0.031298,0.13406,23,0,0
108,77,1,560,5579100,5579100,0.00127,3211.9,0,0.83286,0.014118,31,1,0
109,81,1,555,2435400,853200,0.002979,943.04,0,0.8115,0.12249,30,0,0
110,81,1,143,6600600,0,0.003791,15.18,0,0,0,28,0,0
111,79,1,117,6687900,6687900,0.001278,4773.9,0,0.70715,0.025993,23,1,0
112,83,1,113,76349700,4473900,0.002089,4095.5,0,0.61889,0.030987,36,0,0
113,70,1,123,81072900,4723200,0.002296,4071.9,0,0.62803,0.038368,35,0,0
114,82,1,116,68373000,7292700,0.000803,4414.7,0,0.18807,0.023252,29,0,0
115,53,1,101,14428800,4241700,0.000252,3208.5,0,0.75582,0.00052318,53,0,0
116,80,1,143,217038600,5787900,0.000323,3595.9,0,0.088387,0.047262,28,0,0
117,79,1,149,170983800,2351700,0.00104,1292.1,0,0.018784,0.043321,22,0,0
118,79,1,149,1512000,34200,0.000881,306.01,0,8.77E-12,0,22,0,0
119,53,1,115,4130100,4130100,0.001104,2077.2,0,0.35218,0.028946,54,1,0
120,76,1,121,10721700,7029900,0.000247,2478.8,0,0.84086,0.017503,29,0,0
121,76,1,131,15247800,4526100,0.001094,2723.5,0,0.72205,0.01413,28,0,0
122,70,1,135,4833000,4833000,0.0026,4607.5,0,0.94601,0.0072991,34,1,0
123,70,1,135,144064800,1794600,0.001506,2120.4,0,0.20277,0.038673,34,0,0
124,53,1,125,12007800,12007800,0.000465,3848.6,0,0.88812,0.028905,53,1,0
125,53,1,126,19658700,7650900,0.000693,3894.9,0,0.8422,0.061412,52,0,0
126,53,1,184,24146100,4487400,0.001333,3652.1,0,0.94578,0.013584,51,0,0
127,53,1,184,42009300,1845000,0.000865,1991.9,0,0.93276,0.021945,51,0,0
128,80,1,116,142877700,2601000,0.002247,2456.1,0,0.81955,0.011436,29,0,0
129,90,1,130,126878400,4601700,0.000787,3446.2,0,0.75673,0.05508,28,0,0
130,76,1,142,146123100,19244700,0.0001,3939.7,0,0.62169,0.01137,27,0,0
131,76,1,142,26514000,2692800,0.0001,2096.9,0,0.84914,0.031358,27,0,0
132,76,1,131,8573400,4938300,0.001099,2747.4,0,0.90848,0.022296,28,0,0
133,64,1,543,2833200,192600,0.01202,287.95,0,0.75313,0.10578,21,0,0
134,64,1,543,2965500,2965500,0.000787,2692.8,0,0.31299,0.012772,21,1,0
135,70,1,158,153032400,4134600,0.001493,1931.2,0,0.6813,0.029241,33,0,0
136,77,1,560,969750,432000,0.001576,895.57,0,0.71957,0.042598,31,0,0
137,70,1,141,2266200,108000,0.006408,390.61,0,0.91533,0.0055266,32,0,0
138,70,1,141,1765800,417600,0.006222,1006.5,0,0.88783,0,32,0,0
139,73,1,205,13145400,1137600,0.006844,958.45,0,0.89573,0.026931,20,0,0
140,66,1,172,11965500,17100,0.004796,77.22,0,3.51E-12,0.10526,28,0,0
141,70,1,154,4098600,66600,0.008774,415.9,0,0.80123,0.05389,31,0,0
142,76,1,165,175590900,2953800,0.001101,3582.5,0,0.49147,0.060256,26,0,0
143,81,1,144,225758700,2119500,0.000336,3748.1,0,0.25955,0.16097,27,0,0
144,81,1,165,227439000,1680300,0.000208,3745.5,0,0.20516,0.15262,26,0,0
145,70,1,158,25815600,4335300,0.002693,2571.3,0,0.49836,0.040927,33,0,0
146,70,1,147,5013900,5013900,0.001766,2940.4,0,0.70266,0.0033167,35,1,0
147,70,1,145,8976600,3962700,0.003567,2820.8,0,0.95371,0.0078665,34,0,0
148,70,1,152,9101700,7971300,0.002327,3726.6,0,0.81392,0.069922,29,0,0
149,79,1,150,181373400,8877600,0.000422,3538.3,0,0.55885,0.042078,21,0,0
150,65,1,205,186409800,5036400,0.000956,3536.1,0,0.18236,0.058084,20,0,0
151,70,1,153,6271200,6271200,0.00287,4791.4,0,0.92545,0.0072669,30,1,0
152,70,1,172,220391100,3708000,0.000997,2950.6,0,0.083819,0.046517,28,0,0
153,70,1,152,207581400,3283200,0.001421,2909.5,0,0.16309,0.057851,29,0,0
154,70,1,153,198027000,1584000,0.000845,1846.1,0,0.34049,0.063831,30,0,0
155,58,1,156,15067800,15067800,0.000194,4594.9,0,0.74172,0.015121,48,1,0
156,58,1,175,21879900,6812100,0.001949,4585.4,0,0.80229,0.0071546,47,0,0
157,68,1,166,3391200,3391200,0.001154,2744.7,0,0.70652,0.016722,27,1,0
158,70,1,162,182919600,4071600,0.00157,2153,0,0.31772,0.026746,32,0,0
159,75,1,160,15119100,15119100,0.001087,4174.5,0,0.88481,0.013963,49,1,0
160,75,1,161,38254500,23135400,0.001016,4216.9,0,0.79885,0.016147,48,0,0
161,74,1,175,53854200,15599700,0.002598,4320.4,0,0.86321,0.021309,47,0,0
162,70,1,154,192344400,3794400,0.001521,3785.7,0,0.14081,0.063506,31,0,0
163,70,1,164,7545600,7545600,0.002141,3206.9,0,0.63326,0.012993,35,1,0
164,70,1,145,12503700,4958100,0.00262,3170.2,0,0.87621,0.0077488,34,0,0
165,68,1,177,404104500,1074600,0.0001,2184.1,0,0.35014,0.15338,25,0,0
166,68,1,167,28354500,7531200,0.000813,3734.8,0,0.85027,0.015423,26,0,0
167,68,1,177,47745000,19390500,0.000235,3589,0,0.69962,0.016424,25,0,0
168,68,1,169,9138600,9138600,0.000734,3916,0,0.724,0.0028882,28,1,0
169,68,1,166,17432100,8293500,0.0001,3838.9,0,0.74871,0.014453,27,0,0
170,70,1,162,5630400,5630400,0.003151,2996.2,0,0.93224,0.013407,32,1,0
171,66,1,576,12509100,594900,0.002081,329.96,0,0.033407,0.070314,28,0,0
172,66,1,173,234612000,2255400,0.000204,2592.7,0,0.034838,0.068779,27,0,0
173,66,1,540,237656700,3044700,0.001239,2668.8,0,0.036277,0.066099,26,0,0
174,66,1,540,42640200,17100,0.001277,153.66,0,0,0.21053,26,0,0
175,58,1,179,77456700,1722600,0.00188,2418,0,0.96524,0.0052442,46,0,0
176,61,1,219,2720700,8100,0.016737,56.85,0,0.10613,0.89387,23,0,0
177,68,1,178,460030500,8181000,0.000424,3112.1,0,0.72824,0.033827,24,0,0
178,61,1,219,464549400,4518900,0.000353,3074,0,0.70814,0.061181,23,0,0
179,58,1,236,100007100,30600,0.007865,213.61,0,0.92304,0.076961,45,0,0
180,58,1,236,4284000,4284000,0.000279,1462.7,0,0.60779,0.007487,45,1,0
181,69,1,183,11171700,11171700,0.0017,1961.8,0,0.1451,0.033534,52,1,0
182,66,1,208,3897900,110700,0.000473,651.35,0,0.90047,0.050752,25,0,0
183,53,1,640,31345200,861300,0.000963,941.35,0,0.19364,0.039539,51,0,0
184,53,1,185,69846300,3690900,0.002768,3383.2,0,0.45888,0.022057,50,0,0
185,53,1,199,74229300,4383000,0.002314,3468,0,0.37296,0.068982,49,0,0
186,53,1,199,34399800,286200,0.00069,363.54,0,0.59137,0.017579,49,0,0
187,62,1,183,19312200,1179900,0.000172,1184.2,0,0.073193,0.033595,52,0,0
188,58,1,190,9880200,9880200,0.002734,3833,0,0.88257,0.020725,48,1,0
189,58,1,179,22519800,4508100,0.002085,3489.4,0,0.84805,0.010026,46,0,0
190,58,1,189,18011700,8131500,0.001274,3473.5,0,0.62207,0.04004,47,0,0
191,59,1,232,3614400,3614400,0.002092,2789.4,0,0.43352,0.0098931,31,1,0
192,71,1,193,10308600,3375000,0.001753,3568,0,0.88773,0.013626,33,0,0
193,71,1,194,17604900,7296300,0.003333,3583.4,0,0.81014,0.013939,32,0,0
194,59,1,232,26593200,8988300,0.001685,3476.9,0,0.91824,0.01288,31,0,0
195,62,1,187,2179800,109800,0.000559,705.77,0,0.020514,0.26637,53,0,0
196,60,1,204,1826100,1826100,0.003754,792.96,0,0.72332,0,32,1,0
197,53,1,243,8100900,8100900,0.003535,3752.2,0,0.66198,0.039251,48,1,0
198,60,1,204,6669000,6669000,0.001888,3181.2,0,0.72461,0.0076096,32,1,0
199,53,1,243,113160600,4531500,0.001049,2788.4,0,0.18648,0.024648,48,0,0
200,62,1,187,15952500,4484700,0.000698,1422.3,0,0.2609,0.031471,53,0,0
201,53,1,640,2148300,1044000,0.002073,979.14,0,0.79986,0.042548,51,0,0
202,62,1,200,11467800,5104800,0.000622,1006.9,0,0.39321,0.043447,54,0,0
203,61,1,216,3186900,3186900,0.007597,985.78,0,0.88524,0.032476,19,1,0
204,60,1,212,9156600,661500,0.001583,1098.3,0,0.97739,0.016327,31,0,0
205,65,1,206,204753600,5198400,0.000997,4249.8,0,0.31859,0.046106,19,0,0
206,65,1,222,211611600,6858000,0.001614,4147.8,0,0.50567,0.066489,18,0,0
207,40,1,229,12097800,32400,0.001934,180.28,0,0,0.25,23,0,0
208,66,1,209,287858700,2384100,0.000319,3916.4,0,0.47401,0.099078,24,0,0
209,40,1,229,290877300,3018600,0.000371,4200.7,0,0.51996,0.064921,23,0,0
210,63,1,211,23973300,3846600,0.000188,3407.9,0,0.7581,0.0046795,29,0,0
211,63,1,576,28852200,4878900,0.001886,3659.6,0,0.78471,0.01947,28,0,0
212,60,1,210,15884100,220500,0.002465,536.13,0,0.79253,0,30,0,0
213,64,1,214,37936800,30719700,0.000607,4082.6,0,0.82441,0.015399,19,0,0
214,64,1,215,59706000,21769200,0.000475,3678.7,0,0.52482,0.024574,18,0,0
215,64,1,238,69874200,10168200,0.00272,3624.8,0,0.76567,0.03528,17,0,0
216,61,1,222,508585500,4540500,0.000495,3808.7,0,0.53637,0.060762,18,0,0
217,61,1,216,500858100,5012100,0.000383,4996.1,0,0.28552,0.069064,19,0,0
218,60,1,212,6507000,6507000,0.001613,2972.8,0,0.76706,0.0047012,31,1,0
219,61,1,221,468626400,1356300,0.000745,3278.2,0,0.5617,0.18071,22,0,0
220,61,1,217,479938500,9097200,0.00049,3425.7,0,0.15538,0.029767,20,0,0
221,61,1,220,470841300,2214900,0.0001,3375.5,0,0.25476,0.11278,21,0,0
222,55,1,238,722848500,2651400,0.000371,3245.9,0,0.22309,0.11459,17,0,0
223,63,1,210,4242600,4242600,0.000713,2168.7,0,0.84919,0.0057276,30,1,0
224,57,1,228,5886900,5886900,0.002114,2848,0,0.64298,0.025909,29,1,0
225,40,1,570,8614800,8614800,0.000587,4450.9,0,0.55708,0.011401,25,1,0
226,57,1,228,1203300,36000,0.0001,501.08,0,0,0.025,29,0,0
227,54,1,260,7976700,4245300,0.000243,2955.4,0,0.43438,0.027459,28,0,0
228,57,1,260,7749000,658800,0.000714,978.94,0,0.18241,0.12026,28,0,0
229,40,1,230,309596400,6621300,0.0001,3263.9,0,0.28281,0.020068,22,0,0
230,40,1,266,313801200,4204800,0.0001,3486.1,0,0.20236,0.044943,21,0,0
231,40,1,266,4861800,371700,0.001183,603.48,0,0.56016,0.015822,21,0,0
232,59,1,233,38476800,8269200,0.002187,4368.2,0,0.79611,0.023329,30,0,0
233,45,1,289,45632700,7155900,0.001976,4428,0,0.73729,0.017907,29,0,0
234,61,1,217,15907500,5716800,0.001783,4093.4,0,0.82439,0.020846,20,0,0
235,20,1,331,8251200,8251200,0.009035,1015.2,0,0.93685,0.0096452,15,1,0
236,58,1,237,116186400,11895300,0.001201,4356.8,0,0.67697,0.013626,44,0,0
237,47,1,240,129564000,13377600,0.001745,4199.2,0,0.85676,0.026596,43,0,0
238,55,1,239,795394800,2672100,0.000619,3138.6,0,0.27971,0.11688,16,0,0
239,55,1,331,801207000,5812200,0.000297,3205.1,0,0.2267,0.033894,15,0,0
240,47,1,248,353522700,337500,0.001466,640.85,0,0.48829,0.12238,42,0,0
241,45,1,289,42092100,171900,0.000627,466.09,0,0.47336,0.13496,29,0,0
242,47,1,263,10990800,10990800,0.003486,3503.1,0,0.70871,0.031098,44,1,0
243,53,1,244,129322800,8061300,0.00187,3334.1,0,0.59498,0.051665,47,0,0
244,53,1,255,134208900,4886100,0.001884,3196.1,0,0.33528,0.052257,46,0,0
245,47,1,246,10588500,10588500,0.00226,2845.3,0,0.70202,0.0048268,42,1,0
246,47,1,326,14148000,3559500,0.003345,2836.2,0,0.89656,0.018215,41,0,0
247,61,1,234,7342200,7342200,0.001214,2536.9,0,0.95725,5.71E-05,21,1,0
248,47,1,326,361905300,3853800,0.000187,3193.3,0,0.67858,0.15723,41,0,0
249,61,1,234,2848500,2848500,0.0001,916.13,0,0.96165,0,21,1,0
250,45,1,252,5201100,5201100,0.002058,4181.9,0,0.93026,0.019757,34,1,0
251,45,1,254,25289100,11655900,0.002482,4157.7,0,0.68306,0.023629,32,0,0
252,45,1,251,13633200,8432100,0.002442,4005.9,0,0.59773,0.006932,33,0,0
253,45,1,241,37222200,3870900,0.002157,3765.5,0,0.84816,0.014667,30,0,0
254,45,1,253,33351300,8062200,0.001466,4017.1,0,0.84605,0.014878,31,0,0
255,47,1,256,199114200,5207400,0.001037,2929.6,0,0.22731,0.037198,45,0,0
256,47,1,263,203296500,4182300,0.001055,2841.3,0,0.54201,0.030169,44,0,0
257,47,1,255,59697900,5113800,0.001171,1572.6,0,0.32253,0.015592,46,0,0
258,47,1,257,8370000,8370000,0.005332,2650,0,0.45917,0.0051837,47,1,0
259,47,1,248,4528800,154800,0.003178,839.76,0,0.4799,0.45425,42,0,0
260,54,1,288,18381600,2655900,0.000261,2664,0,0.47728,0.080964,27,0,0
261,50,1,288,15031800,5217300,0.001275,2864.9,0,0.37293,0.019543,27,0,0
262,45,1,241,4698000,461700,0.002048,1005.8,0,0.80687,0.013867,30,0,0
263,47,1,240,223621200,9333900,0.00057,3730.9,0,0.49303,0.038376,43,0,0
264,47,1,277,5359500,5359500,0.003534,2343.8,0,0.76339,0.032119,50,1,0
265,47,1,277,8882100,8882100,0.005396,3731.1,0,0.60123,0.035613,50,1,0
266,40,1,281,328102200,9439200,0.001234,4609.6,0,0.64123,0.043856,20,0,0
267,47,1,257,46214100,3476700,0.000248,1738.3,0,0.73247,0.0042744,47,0,0
268,43,1,589,1597500,45900,0.001926,582.48,0,0.94555,0.054453,35,0,0
269,47,1,267,3203100,1395000,0.003852,1157.1,0,0.47749,0,48,0,0
270,40,1,281,5884200,5884200,0.00239,3880.3,0,0.82603,0.010513,20,1,0
271,43,1,273,7826400,6150600,0.00238,3681.6,0,0.78263,0.0065015,35,0,0
272,43,1,275,17163000,3432600,0.0025,3864.9,0,0.81791,0.0257,33,0,0
273,43,1,272,13730400,5904000,0.002329,3494.2,0,0.77994,0.014718,34,0,0
274,43,1,275,4107600,347400,0.003733,728.87,0,0.94579,0,33,0,0
275,43,1,292,21328200,57600,0.005604,212.84,0,0.95313,0,32,0,0
276,43,1,292,4569300,4569300,0.002855,1627.8,0,0.67732,0.014751,32,1,0
277,47,1,283,16672500,2430900,0.002153,2503.9,0,0.85404,0.015842,49,0,0
278,44,1,293,5786100,5786100,0.004533,1993,0,0.91417,0.013978,33,1,0
279,40,1,280,20871000,20871000,0.00038,2407.6,0,0.71816,0.011203,20,1,0
280,40,1,298,24930000,4059000,0.002262,2719.6,0,0.77556,0.01571,19,0,0
281,40,1,298,342071100,8084700,0.000702,4821.3,0,0.38486,0.051196,19,0,0
282,48,1,542,9032400,9032400,0.002778,3657.1,0,0.90756,0.012941,16,1,0
283,47,1,267,39534300,6330600,0.000715,3269.6,0,0.5678,0.013665,48,0,0
284,47,1,638,1633500,1633500,0.003361,703.05,0,0.085334,3.06E-13,50,1,0
285,42,1,541,11300400,109800,0.0001,342.85,0,0.29733,0.19295,14,0,0
286,44,1,293,10643400,152100,0.007348,476.38,0,0.97655,0,33,0,0
287,44,1,286,1673100,1673100,0.003958,1492.5,0,0.0079127,0,34,1,0
288,49,1,294,42255900,8842500,0.001062,4013.6,0,0.81035,0.011558,26,0,0
289,45,1,291,96169500,8444700,0.001548,4099.9,0,0.51924,0.044973,28,0,0
290,45,1,294,119644200,14521500,0.000822,4322.1,0,0.5978,0.017434,26,0,0
291,45,1,290,105122700,8953200,0.000174,4130.8,0,0.4145,0.020766,27,0,0
292,43,1,307,26334000,436500,0.001644,590.72,0,0.43875,0.030178,31,0,0
293,44,1,295,17622900,1193400,0.003212,1557.8,0,0.74599,0.042163,32,0,0
294,37,1,594,162025200,125100,0.0001,301.46,0,0.10275,0.1994,25,0,0
295,43,1,307,28879200,540900,0.000228,579.76,0,0.83867,0.086452,31,0,0
296,41,1,295,10715400,62100,0.004985,254.6,0,0.60841,0.20318,32,0,0
297,40,1,300,2940300,558900,0.000515,967.19,0,0.29019,0.114,18,0,0
298,40,1,300,367439400,438300,0.0001,630.69,0,0.021376,0.13673,18,0,0
299,46,1,286,8818200,8818200,0.003178,3893.5,0,0.92734,0.004411,34,1,0
300,40,1,314,371418300,1038600,0.0001,1284.6,0,0,0.099653,17,0,0
301,40,1,314,3114900,17100,0.000198,159.19,0,0.025136,0.44855,17,0,0
302,38,1,311,1469700,329400,0.004342,916.57,0,0,0,28,0,0
303,47,1,304,11875500,11875500,0.002773,3607,0,0.5267,0.031689,50,1,0
304,47,1,283,16531200,4655700,0.000718,3335.8,0,0.32725,0.027316,49,0,0
305,37,1,349,166828500,1414800,0.000705,963.52,0,0.114,0.065747,23,0,0
306,28,1,308,6293700,1063800,0.00053,1434.4,0,0.11498,0.16744,17,0,0
307,43,1,315,58918500,3705300,0.001086,3087.6,0,0.63027,0.042115,30,0,0
308,28,1,353,348176700,595800,0.00187,951.53,0,0.0067345,0.080879,16,0,0
309,36,1,317,100969200,2502900,0.000212,1599.9,0,0.24542,0.036411,24,0,0
310,38,1,311,75217500,1231200,0.0001,1622.3,0,0.26979,0.078201,28,0,0
311,38,1,313,82703700,6016500,0.000707,4327.4,0,0.1658,0.041144,27,0,0
312,36,1,309,93112200,3717900,0.000712,4359.6,0,0.3021,0.05257,25,0,0
313,36,1,312,89394300,6690600,0.00069,4426.4,0,0.65541,0.041937,26,0,0
314,40,1,353,375750000,1216800,0.001099,2372.5,0,0.08076,0.14113,16,0,0
315,38,1,310,69705900,2259000,0.0001,1600.5,0,0.047307,0.049107,29,0,0
316,39,1,588,5488200,5488200,0.006297,3032.4,0,0.84655,0.0034226,34,1,0
317,36,1,349,119403900,499500,0.000631,1262,0,0.19762,0.071247,23,0,0
318,33,1,322,1291500,136800,0.004295,286.87,0,0.26806,0.10694,43,0,0
319,33,1,322,6336000,6336000,0.003059,2509.8,0,0.24855,0.08164,43,1,0
320,34,1,324,5837400,5837400,0.003629,3535.3,0,0.56102,0.022555,42,1,0
321,38,1,310,4280400,64800,0.0001,453.02,0,0.045971,0.44014,29,0,0
322,33,1,324,13529700,5902200,0.000417,3446.9,0,0.26776,0.04574,42,0,0
323,25,1,351,5808600,5808600,0.005478,3240.7,0,0.23785,0.037442,38,1,0
324,34,1,330,22972500,3605400,0.002543,2527.2,0,0.17922,0.084715,41,0,0
325,36,1,309,5354100,5354100,0.004304,2852.1,0,0.90121,0.012676,25,1,0
326,47,1,327,383720400,7667100,0.001028,3910.2,0,0.55084,0.068523,40,0,0
327,47,1,328,388831500,5111100,0.000359,3965.7,0,0.59212,0.092551,39,0,0
328,25,1,351,392093100,3261600,0.000784,3869.4,0,0.27529,0.20569,38,0,0
329,32,1,335,6875100,6875100,0.005476,2901,0,0.59844,0.029646,40,1,0
330,32,1,335,26169300,1577700,0.002542,1271.3,0,0.20795,0.086924,40,0,0
331,20,1,333,813756600,4298400,0.000741,4445.5,0,0.66129,0.094114,14,0,0
332,20,1,355,826746300,3226500,0.001309,4575.3,0,0.38164,0.16002,12,0,0
333,20,1,332,823519800,9763200,0.0002,4529.1,0,0.72336,0.042695,13,0,0
334,20,1,355,2151900,2151900,0.005734,2624.9,0,0.57585,0.09465,12,1,0
335,32,1,343,33544800,500400,0.001804,760.12,0,0.087968,0.16265,39,0,0
336,32,1,330,1619100,1619100,0.01294,594.45,0,0.0086134,0.030853,41,1,0
337,38,1,315,8528400,800100,0.002495,1077.1,0,0.60924,0.069658,30,0,0
338,38,1,337,3835800,3835800,0.0001,3642.8,0,0.42076,0.0056925,31,1,0
339,35,1,340,7297200,5262300,0.000917,3640.6,0,0.91785,0.0028072,22,0,0
340,35,1,596,10764000,3466800,0.001679,3875.3,0,0.66894,0.003603,21,0,0
341,28,1,342,5242500,5242500,0.002556,2419.8,0,0.79894,0.011473,15,1,0
342,28,1,367,10664100,5421600,0.00303,2633.7,0,0.75338,0.0715,14,0,0
343,32,1,352,57129300,4101300,0.001967,2013.6,0,0.2697,0.068011,38,0,0
344,36,1,317,17935200,11392200,0.003612,1506.3,0,0.87612,0.0045113,24,0,0
345,32,1,343,19483200,227700,0.002831,423.96,0,0.059075,0.1267,39,0,0
346,36,1,344,4966200,4966200,0.001765,462.77,0,0.50555,0.0076436,25,1,0
347,32,1,345,1974600,47700,0.005982,498.79,0,6.29E-12,6.71E-12,40,0,0
348,35,1,596,2264400,2264400,0.006486,998.13,0,0.7206,0.025437,21,1,0
349,37,1,365,289844100,3611700,0.000143,4992,0,0.21914,0.094829,22,0,0
350,25,1,352,5379300,35100,0.008918,252.85,0,2.85E-13,0.28205,38,0,0
351,25,1,369,398403900,502200,0.001014,1404.6,0,0.48747,0.26579,37,0,0
352,25,1,369,62747100,238500,0.001727,744.87,0,0.25736,0.42837,37,0,0
353,28,1,354,727480800,3554100,0.000576,4667.5,0,0.056167,0.06808,15,0,0
354,28,1,367,732294000,4813200,0.001172,4818.9,0,0.42032,0.082815,14,0,0
355,20,1,417,829404000,505800,0.002961,1042.9,0,0.079925,0.2707,11,0,0
356,42,1,357,16306200,4464900,0.002171,2632.6,0,0.14894,0.036662,12,0,0
357,42,1,417,21522600,5216400,0.004319,2798.2,0,0.79037,0.072306,11,0,0
358,36,1,344,1576800,18000,0.001211,243.94,0,0.68228,0.30373,25,0,0
359,26,1,379,9651600,9651600,0.002919,3314.2,0,0.68874,0.0036035,33,1,0
360,26,1,379,6416100,6416100,0.002262,2636.5,0,0.43204,0.020141,33,1,0
361,32,1,636,1866600,245700,0.003736,299.09,0,0,1.63E-13,42,0,0
362,35,1,363,339129900,3772800,0.000127,4157.7,0,0.11954,0.057558,18,0,0
363,35,1,308,341287200,2157300,0.000786,4419.4,0,0.30907,0.18932,17,0,0
364,35,1,362,14915700,385200,0.000207,642.05,0,0.3697,0.33422,19,0,0
365,35,1,366,300525300,1399500,0.000647,3958.8,0,0.38364,0.22001,21,0,0
366,35,1,370,302852700,2327400,0.000743,3993.8,0,0.29989,0.1042,20,0,0
367,28,1,384,744317100,1359000,0.0001,2178.5,0,0.36971,0.18101,13,0,0
368,25,1,634,4862700,4862700,0.005597,1232,0,0.48355,0.040995,40,1,0
369,25,1,390,464064300,2913300,0.001978,2997,0,0.62688,0.097953,36,0,0
370,35,1,362,320441400,6221700,0.000102,3662.2,0,0.40258,0.021798,19,0,0
371,30,1,372,11718000,11718000,0.000452,4234.1,0,0.47936,0.067361,41,1,0
372,32,1,345,17280900,5562900,0.004027,4421.7,0,0.26566,0.065567,40,0,0
373,38,1,337,3892500,3892500,0.000207,2633.2,0,0.80863,0.007539,31,1,0
374,35,1,365,9281700,9281700,0.001955,4937.4,0,0.88862,0.015689,22,1,0
375,31,1,384,22029300,22029300,0.001582,4882.8,0,0.5843,0.015792,13,1,0
376,29,1,390,14499000,14499000,0.004906,2167.1,0,0.52924,0.027239,36,1,0
377,21,1,402,3128400,7200,0.011923,183.4,0,0.053884,0.94612,26,0,0
378,28,1,409,10550700,10550700,0.010514,1750.3,0,0.89352,0.031513,10,1,0
379,26,1,380,22569300,6501600,0.002392,3271.1,0,0.74373,0.00083056,32,0,0
380,26,1,383,25879500,3310200,0.002,3414.6,0,0.60829,0.048623,31,0,0
381,27,1,382,554849100,2691000,0.000956,2925.6,0,0.36053,0.20622,32,0,0
382,26,1,383,557505000,2655900,0.000876,3082.5,0,0.28532,0.18272,31,0,0
383,26,1,389,583389900,5400,0.000408,31.01,0,0,0.23056,30,0,0
384,28,1,386,772263000,5916600,0.0008,3842.7,0,0.49021,0.080376,12,0,0
385,28,1,409,780832800,6301800,0.001784,3761.9,0,0.6213,0.11255,10,0,0
386,28,1,385,774531000,2268000,0.001471,3960.8,0,0.46632,0.22926,11,0,0
387,26,1,395,6066900,6066900,0.001502,2446.2,0,0.72445,0.0061308,29,1,0
388,26,1,389,4204800,4204800,0.003213,847.5,0,0.39097,0.017656,30,1,0
389,26,1,395,588826800,1232100,0.000436,1472.1,0,0.060562,0.050147,29,0,0
390,25,1,392,480069900,1506600,0.000373,3381.5,0,0.23553,0.35765,35,0,0
391,27,1,381,495198900,4549500,0.0012,3364.5,0,0.26892,0.10022,33,0,0
392,25,1,391,490649400,10579500,0.000721,3463.5,0,0.23399,0.065292,34,0,0
393,35,1,394,9243000,9243000,0.001141,2732.4,0,0.79032,0.022603,21,1,0
394,35,1,370,11367000,2124000,0.00258,2481.6,0,0.93775,0.0076619,20,0,0
395,26,1,398,595247400,353700,0.003188,767.37,0,0.0333,0.10156,28,0,0
396,27,1,381,56959200,988200,0.001496,2063.1,0,0.76808,0.12095,33,0,0
397,26,1,402,624528900,3606300,0.000605,3664.5,0,0.19852,0.055901,26,0,0
